281	0.9501166666666666
362	0.8990324999999999
179	0.9788533333333334
87	0.9002849999999999
282	1.000115
327	0.977815
278	0.8987999999999999
53	0.91816
114	0.9332775000000001
377	1.00064
309	0.9790966666666666
271	0.9347874999999999
325	0.899545
291	0.9180533333333334
274	0.9338850000000001
40	0.96709
57	0.9021699999999999
155	0.9180800000000001
28	0.933065
28	0.93385
354	0.8991549999999999
78	0.9183033333333334
92	0.97911
308	0.97912
351	0.9795099999999999
374	0.977645
354	0.901035
40	0.96701
5	0.99444
395	0.9794766666666667
264	0.9003574999999999
59	0.977065
63	0.9785633333333333
33	0.97783
20	0.9182933333333333
126	0.93297
150	0.9784133333333332
215	0.8993475
79	0.935925
221	0.9792133333333334
